NodeId,KNN,VOSize
41,1,932
41,2,1251
41,4,2215
41,8,3496
41,16,6725
41,32,13780
41,64,30369
41,128,70276
18467,1,1418
18467,2,1733
18467,4,2538
18467,8,4563
18467,16,9166
18467,32,20597
18467,64,38860
18467,128,86378
6334,1,826
6334,2,1480
6334,4,2171
6334,8,5459
6334,16,10860
6334,32,20508
6334,64,41765
6334,128,87206
26500,1,966
26500,2,1446
26500,4,3061
26500,8,5013
26500,16,9221
26500,32,17932
26500,64,35601
26500,128,73906
19169,1,1147
19169,2,1611
19169,4,3049
19169,8,5826
19169,16,12164
19169,32,22131
19169,64,43692
19169,128,87495
15724,1,2132
15724,2,2447
15724,4,3453
15724,8,5435
15724,16,10254
15724,32,22186
15724,64,44381
15724,128,93706
11478,1,982
11478,2,1471
11478,4,2857
11478,8,4902
11478,16,7987
11478,32,18250
11478,64,38153
11478,128,77008
29358,1,970
29358,2,1313
29358,4,2203
29358,8,4229
29358,16,9515
29358,32,20029
29358,64,38976
29358,128,75183
26962,1,758
26962,2,1098
26962,4,1926
26962,8,4249
26962,16,8005
26962,32,17386
26962,64,39442
26962,128,84769
24464,1,1298
24464,2,1622
24464,4,2596
24464,8,4383
24464,16,7342
24464,32,14673
24464,64,35537
24464,128,74018
5705,1,823
5705,2,1137
5705,4,3752
5705,8,6909
5705,16,12088
5705,32,21350
5705,64,41987
5705,128,85440
28145,1,1315
28145,2,1789
28145,4,3138
28145,8,4719
28145,16,8597
28145,32,16310
28145,64,32705
28145,128,69797
23281,1,687
23281,2,1018
23281,4,1612
23281,8,3497
23281,16,7483
23281,32,17553
23281,64,39445
23281,128,92052
16827,1,980
16827,2,1456
16827,4,2125
16827,8,4402
16827,16,9078
16827,32,17526
16827,64,38305
16827,128,83680
9961,1,419
9961,2,740
9961,4,1593
9961,8,3410
9961,16,7579
9961,32,15689
9961,64,36222
9961,128,84531
491,1,728
491,2,1045
491,4,2352
491,8,3775
491,16,7076
491,32,15007
491,64,31510
491,128,72368
2995,1,672
2995,2,1769
2995,4,3130
2995,8,4533
2995,16,8174
2995,32,17735
2995,64,34286
2995,128,73297
11942,1,829
11942,2,1500
11942,4,2767
11942,8,4625
11942,16,9296
11942,32,18029
11942,64,34905
11942,128,74020
4827,1,547
4827,2,861
4827,4,2037
4827,8,3243
4827,16,7585
4827,32,15631
4827,64,31615
4827,128,66810
5436,1,892
5436,2,1211
5436,4,2021
5436,8,4392
5436,16,7862
5436,32,15924
5436,64,38762
5436,128,89480
32391,1,1077
32391,2,1722
32391,4,2519
32391,8,4341
32391,16,9772
32391,32,20629
32391,64,39479
32391,128,84746
14604,1,679
14604,2,1555
14604,4,2624
14604,8,4909
14604,16,9008
14604,32,17785
14604,64,34833
14604,128,75298
3902,1,2205
3902,2,2524
3902,4,3711
3902,8,5682
3902,16,11117
3902,32,22754
3902,64,47394
3902,128,93838
153,1,1473
153,2,2581
153,4,3711
153,8,6284
153,16,10835
153,32,17974
153,64,34926
153,128,68554
292,1,1470
292,2,2341
292,4,3035
292,8,5029
292,16,9367
292,32,17733
292,64,38591
292,128,76329
12382,1,1934
12382,2,2407
12382,4,3383
12382,8,5392
12382,16,9589
12382,32,18122
12382,64,35553
12382,128,73584
17421,1,1142
17421,2,1337
17421,4,2537
17421,8,4045
17421,16,7985
17421,32,16667
17421,64,35508
17421,128,74442
18716,1,682
18716,2,1553
18716,4,2251
18716,8,4635
18716,16,8371
18716,32,15156
18716,64,37510
18716,128,78047
19718,1,816
19718,2,1133
19718,4,1964
19718,8,3166
19718,16,7440
19718,32,15695
19718,64,34738
19718,128,78550
19895,1,969
19895,2,1446
19895,4,2269
19895,8,4053
19895,16,8412
19895,32,16714
19895,64,36523
19895,128,77921
5447,1,1846
5447,2,2165
5447,4,2846
5447,8,4498
5447,16,8188
5447,32,15955
5447,64,36008
5447,128,82827
21726,1,681
21726,2,1156
21726,4,1992
21726,8,4695
21726,16,10256
21726,32,19476
21726,64,37329
21726,128,76256
14771,1,690
14771,2,1019
14771,4,1730
14771,8,3516
14771,16,7249
14771,32,14764
14771,64,31249
14771,128,72889
11538,1,1674
11538,2,2569
11538,4,3484
11538,8,5207
11538,16,10083
11538,32,21051
11538,64,42869
11538,128,88889
1869,1,814
1869,2,1157
1869,4,1983
1869,8,3945
1869,16,7799
1869,32,15796
1869,64,37338
1869,128,86132
19912,1,1150
19912,2,1618
19912,4,2570
19912,8,4293
19912,16,8649
19912,32,17261
19912,64,36055
19912,128,77374
25667,1,1729
25667,2,2379
25667,4,3799
25667,8,7563
25667,16,13293
25667,32,24614
25667,64,47506
25667,128,95586
26299,1,1421
26299,2,1894
26299,4,4376
26299,8,6937
26299,16,13350
26299,32,23400
26299,64,46344
26299,128,91577
17035,1,1212
17035,2,1537
17035,4,2506
17035,8,5585
17035,16,9500
17035,32,18171
17035,64,39128
17035,128,81187
9894,1,1084
9894,2,1555
9894,4,2356
9894,8,4444
9894,16,8328
9894,32,16494
9894,64,34060
9894,128,72173
28703,1,1145
28703,2,1791
28703,4,2776
28703,8,5941
28703,16,10419
28703,32,20739
28703,64,41995
28703,128,85426
23811,1,896
23811,2,1211
23811,4,2058
23811,8,3457
23811,16,6579
23811,32,14908
23811,64,35340
23811,128,74470
31322,1,1214
31322,2,1859
31322,4,2506
31322,8,5260
31322,16,9575
31322,32,21972
31322,64,43309
31322,128,85990
30333,1,741
30333,2,1066
30333,4,2165
30333,8,4072
30333,16,7524
30333,32,14655
30333,64,32295
30333,128,72528
17673,1,612
17673,2,1075
17673,4,2058
17673,8,3917
17673,16,7992
17673,32,16242
17673,64,38013
17673,128,86342
4664,1,1715
4664,2,2810
4664,4,3597
4664,8,5711
4664,16,12180
4664,32,21047
4664,64,38768
4664,128,79731
15141,1,690
15141,2,1020
15141,4,2073
15141,8,4471
15141,16,8758
15141,32,16338
15141,64,35733
15141,128,84316
7711,1,1782
7711,2,2103
7711,4,3684
7711,8,5603
7711,16,9299
7711,32,17191
7711,64,34973
7711,128,72358
28253,1,829
28253,2,1151
28253,4,1661
28253,8,3396
28253,16,7824
28253,32,16886
28253,64,33848
28253,128,72345
6868,1,1710
6868,2,2348
6868,4,4021
6868,8,6379
6868,16,10181
6868,32,17415
6868,64,38583
6868,128,80390
25547,1,975
25547,2,1297
25547,4,2300
25547,8,4365
25547,16,8364
25547,32,17536
25547,64,34791
25547,128,72323
27644,1,680
27644,2,1002
27644,4,1992
27644,8,3829
27644,16,7570
27644,32,15946
27644,64,34599
27644,128,82001
32662,1,1078
32662,2,1729
32662,4,3042
32662,8,5149
32662,16,10593
32662,32,24349
32662,64,49066
32662,128,97192
32757,1,691
32757,2,1358
32757,4,2286
32757,8,5136
32757,16,9531
32757,32,18153
32757,64,37720
32757,128,82494
20037,1,746
20037,2,1074
20037,4,2019
20037,8,3995
20037,16,8087
20037,32,16830
20037,64,37757
20037,128,81168
12859,1,1569
12859,2,2036
12859,4,3059
12859,8,5091
12859,16,10033
12859,32,18132
12859,64,36063
12859,128,78936
8723,1,419
8723,2,1280
8723,4,2292
8723,8,4590
8723,16,9013
8723,32,19047
8723,64,40446
8723,128,88933
9741,1,969
9741,2,1455
9741,4,2157
9741,8,4248
9741,16,7788
9741,32,15003
9741,64,35628
9741,128,77583
27529,1,1493
27529,2,1979
27529,4,3426
27529,8,5623
27529,16,9754
27529,32,17238
27529,64,38037
27529,128,79424
778,1,1249
778,2,1562
778,4,3081
778,8,4899
778,16,8432
778,32,16665
778,64,34296
778,128,73939
12316,1,836
12316,2,1491
12316,4,2438
12316,8,4120
12316,16,8404
12316,32,20985
12316,64,41488
12316,128,83475
3035,1,933
3035,2,1264
3035,4,2413
3035,8,4354
3035,16,8894
3035,32,18442
3035,64,37551
3035,128,77939
22190,1,1142
22190,2,2240
22190,4,2884
22190,8,4928
22190,16,10734
22190,32,19058
22190,64,39134
22190,128,85450
1842,1,1406
1842,2,1884
1842,4,2725
1842,8,4400
1842,16,8145
1842,32,16202
1842,64,33748
1842,128,73593
288,1,691
288,2,1016
288,4,2042
288,8,4165
288,16,9286
288,32,17616
288,64,36569
288,128,76812
30106,1,935
30106,2,2062
30106,4,3000
30106,8,5004
30106,16,9143
30106,32,18349
30106,64,36186
30106,128,73201
9040,1,1478
9040,2,1957
9040,4,3184
9040,8,6237
9040,16,10597
9040,32,20209
9040,64,37271
9040,128,74719
8942,1,1137
8942,2,1451
8942,4,2673
8942,8,4473
8942,16,7862
8942,32,15511
8942,64,32126
8942,128,71998
19264,1,1048
19264,2,1376
19264,4,2362
19264,8,4509
19264,16,7904
19264,32,15019
19264,64,34236
19264,128,71894
22648,1,898
22648,2,1361
22648,4,2710
22648,8,4917
22648,16,9270
22648,32,17793
22648,64,39581
22648,128,84616
27446,1,559
27446,2,890
27446,4,1936
27446,8,3659
27446,16,7177
27446,32,17495
27446,64,40460
27446,128,90548
23805,1,965
23805,2,1286
23805,4,2298
23805,8,4018
23805,16,8070
23805,32,16032
23805,64,31780
23805,128,71967
15890,1,679
15890,2,1161
15890,4,1736
15890,8,3470
15890,16,7506
15890,32,15798
15890,64,33434
15890,128,76431
6729,1,1155
6729,2,1627
6729,4,2298
6729,8,3954
6729,16,8657
6729,32,14766
6729,64,30147
6729,128,72601
24370,1,969
24370,2,1438
24370,4,2258
24370,8,3843
24370,16,8145
24370,32,19392
24370,64,38350
24370,128,82728
15350,1,490
15350,2,805
15350,4,1813
15350,8,3639
15350,16,7296
15350,32,17297
15350,64,36017
15350,128,77838
15006,1,1149
15006,2,1465
15006,4,2272
15006,8,5456
15006,16,9978
15006,32,17267
15006,64,33960
15006,128,70076
31101,1,1283
31101,2,1753
31101,4,2591
31101,8,4393
31101,16,8849
31101,32,16523
31101,64,38734
31101,128,84494
24393,1,1160
24393,2,1491
24393,4,2932
24393,8,4765
24393,16,8867
24393,32,18765
24393,64,37937
24393,128,81332
3548,1,1135
3548,2,1329
3548,4,2476
3548,8,4923
3548,16,8799
3548,32,17662
3548,64,39256
3548,128,89495
19629,1,963
19629,2,1158
19629,4,1965
19629,8,3921
19629,16,8444
19629,32,16625
19629,64,34957
19629,128,72729
12623,1,1242
12623,2,1437
12623,4,2274
12623,8,4534
12623,16,8033
12623,32,18056
12623,64,34381
12623,128,70058
24084,1,965
24084,2,1280
24084,4,2107
24084,8,3887
24084,16,7846
24084,32,17680
24084,64,36872
24084,128,73160
19954,1,753
19954,2,1401
19954,4,2283
19954,8,3820
19954,16,7104
19954,32,16110
19954,64,40339
19954,128,94051
18756,1,1035
18756,2,1351
18756,4,3572
18756,8,5797
18756,16,9784
18756,32,17564
18756,64,36275
18756,128,74917
11840,1,1099
11840,2,1562
11840,4,2557
11840,8,4341
11840,16,8310
11840,32,16433
11840,64,36001
11840,128,78479
4966,1,1138
4966,2,1605
4966,4,2744
4966,8,4949
4966,16,9659
4966,32,19337
4966,64,38280
4966,128,79386
7376,1,1804
7376,2,2274
7376,4,3467
7376,8,6218
7376,16,12439
7376,32,21910
7376,64,44885
7376,128,90433
13931,1,969
13931,2,1303
13931,4,1958
13931,8,3920
13931,16,7570
13931,32,14945
13931,64,32128
13931,128,70820
26308,1,1731
26308,2,2387
26308,4,4572
26308,8,7129
26308,16,12018
26308,32,23335
26308,64,44717
26308,128,90046
16944,1,1876
16944,2,3256
16944,4,3924
16944,8,6120
16944,16,10163
16944,32,18289
16944,64,37099
16944,128,76504
32439,1,2500
32439,2,3867
32439,4,5287
32439,8,8334
32439,16,13529
32439,32,24939
32439,64,48380
32439,128,93361
24626,1,956
24626,2,1610
24626,4,2442
24626,8,4269
24626,16,8318
24626,32,16806
24626,64,35181
24626,128,72370
11323,1,1541
11323,2,1861
11323,4,2718
11323,8,4923
11323,16,9563
11323,32,17888
11323,64,35080
11323,128,76684
5537,1,1487
5537,2,2340
5537,4,4561
5537,8,6393
5537,16,10803
5537,32,20493
5537,64,42286
5537,128,86020
21538,1,1038
21538,2,1912
21538,4,2747
21538,8,4706
21538,16,10026
21538,32,18690
21538,64,36725
21538,128,74972
16118,1,679
16118,2,1001
16118,4,2017
16118,8,3760
16118,16,7055
16118,32,16927
16118,64,36062
16118,128,79270
2082,1,959
2082,2,1620
2082,4,2330
2082,8,3845
2082,16,7280
2082,32,13870
2082,64,31474
2082,128,75751
22929,1,904
22929,2,1377
22929,4,2040
22929,8,4221
22929,16,10560
22929,32,21763
22929,64,41422
22929,128,84263
16541,1,612
16541,2,1264
16541,4,2621
16541,8,4556
16541,16,7944
16541,32,16769
16541,64,33382
16541,128,76583
